date;Direction;v_count;v_vel
2022-01-07 21:00:00;Околовръстно;51;50.86274509803921
2022-01-07 21:00:00;Център;42;46.80952380952381
2022-01-07 22:00:00;Околовръстно;41;51.90243902439025
2022-01-07 22:00:00;Център;29;54.310344827586206
2022-01-07 23:00:00;Околовръстно;32;52.90625
2022-01-07 23:00:00;Център;31;47.74193548387097
2022-01-08 00:00:00;Околовръстно;22;56.95454545454545
2022-01-08 00:00:00;Център;25;45.48
2022-01-08 01:00:00;Околовръстно;10;50.3
2022-01-08 01:00:00;Център;14;47.42857142857143
2022-01-08 02:00:00;Околовръстно;10;52.8
2022-01-08 02:00:00;Център;8;48.625
2022-01-08 03:00:00;Околовръстно;6;53.0
2022-01-08 03:00:00;Център;15;50.333333333333336
2022-01-08 04:00:00;Околовръстно;3;45.333333333333336
2022-01-08 04:00:00;Център;16;49.0625
2022-01-08 05:00:00;Околовръстно;13;54.61538461538461
2022-01-08 05:00:00;Център;23;52.43478260869565
2022-01-08 06:00:00;Околовръстно;29;47.89655172413793
2022-01-08 06:00:00;Център;33;42.84848484848485
2022-01-08 07:00:00;Околовръстно;47;49.80851063829788
2022-01-08 07:00:00;Център;46;44.73913043478261
2022-01-08 08:00:00;Околовръстно;75;52.22666666666667
2022-01-08 08:00:00;Център;76;43.85526315789474
2022-01-08 09:00:00;Околовръстно;103;52.067961165048544
2022-01-08 09:00:00;Център;96;48.63541666666666
2022-01-08 10:00:00;Околовръстно;124;50.87903225806452
2022-01-08 10:00:00;Център;97;45.98969072164948
2022-01-08 11:00:00;Околовръстно;147;51.68707482993197
2022-01-08 11:00:00;Център;168;52.023809523809526
2022-01-08 12:00:00;Околовръстно;189;50.42857142857143
2022-01-08 12:00:00;Център;184;52.96195652173913
2022-01-08 13:00:00;Околовръстно;178;50.53932584269663
2022-01-08 13:00:00;Център;137;48.04379562043796
2022-01-08 14:00:00;Околовръстно;167;51.041916167664674
2022-01-08 14:00:00;Център;131;47.908396946564885
2022-01-08 15:00:00;Околовръстно;148;50.810810810810814
2022-01-08 15:00:00;Център;200;51.05
2022-01-08 16:00:00;Околовръстно;152;51.76973684210526
2022-01-08 16:00:00;Център;158;48.9873417721519
2022-01-08 17:00:00;Околовръстно;132;50.53787878787879
2022-01-08 17:00:00;Център;171;47.21052631578947
2022-01-08 18:00:00;Околовръстно;113;50.68141592920354
2022-01-08 18:00:00;Център;169;48.680473372781066
2022-01-08 19:00:00;Околовръстно;96;52.302083333333336
2022-01-08 19:00:00;Център;121;48.77685950413223
2022-01-08 20:00:00;Околовръстно;55;51.81818181818182
2022-01-08 20:00:00;Център;73;50.23287671232877
2022-01-08 21:00:00;Околовръстно;44;51.63636363636363
2022-01-08 21:00:00;Център;37;48.48648648648648
2022-01-08 22:00:00;Околовръстно;34;53.14705882352941
2022-01-08 22:00:00;Център;29;46.96551724137931
2022-01-08 23:00:00;Околовръстно;23;52.95652173913044
2022-01-08 23:00:00;Център;38;45.6578947368421
2022-01-09 00:00:00;Околовръстно;21;57.42857142857143
2022-01-09 00:00:00;Център;22;47.54545454545455
2022-01-09 01:00:00;Околовръстно;12;56.66666666666666
2022-01-09 01:00:00;Център;18;44.333333333333336
2022-01-09 02:00:00;Околовръстно;8;55.0
2022-01-09 02:00:00;Център;13;50.30769230769231
2022-01-09 03:00:00;Околовръстно;3;55.66666666666666
2022-01-09 03:00:00;Център;22;49.5
2022-01-09 04:00:00;Околовръстно;6;51.0
2022-01-09 04:00:00;Център;17;54.47058823529412
2022-01-09 05:00:00;Околовръстно;10;50.5
2022-01-09 05:00:00;Център;17;51.64705882352941
2022-01-09 06:00:00;Околовръстно;23;52.08695652173913
2022-01-09 06:00:00;Център;32;44.03125
2022-01-09 07:00:00;Околовръстно;43;49.23255813953488
2022-01-09 07:00:00;Център;36;49.083333333333336
2022-01-09 08:00:00;Околовръстно;52;49.76923076923077
2022-01-09 08:00:00;Център;45;47.08888888888889
2022-01-09 09:00:00;Околовръстно;66;50.78787878787879
2022-01-09 09:00:00;Център;66;43.59090909090909
2022-01-09 10:00:00;Околовръстно;48;50.958333333333336
2022-01-09 10:00:00;Център;35;50.42857142857143
2022-01-24 12:00:00;Околовръстно;49;52.204081632653065
2022-01-24 12:00:00;Център;44;48.22727272727273
2022-01-24 13:00:00;Околовръстно;139;50.726618705035975
2022-01-24 13:00:00;Център;156;48.48076923076923
2022-01-24 14:00:00;Околовръстно;131;51.05343511450382
2022-01-24 14:00:00;Център;151;44.95364238410596
2022-01-24 15:00:00;Околовръстно;141;50.191489361702125
2022-01-24 15:00:00;Център;185;50.1027027027027
2022-01-24 16:00:00;Околовръстно;202;51.04455445544554
2022-01-24 16:00:00;Център;224;51.43303571428572
2022-01-24 17:00:00;Околовръстно;237;49.35021097046413
2022-01-24 17:00:00;Център;276;50.13768115942029
2022-01-24 18:00:00;Околовръстно;177;50.01129943502825
2022-01-24 18:00:00;Център;169;50.366863905325445
2022-01-24 19:00:00;Околовръстно;90;50.61111111111112
2022-01-24 19:00:00;Център;112;47.8125
2022-01-24 20:00:00;Околовръстно;73;49.57534246575342
2022-01-24 20:00:00;Център;71;49.74647887323944
2022-01-24 21:00:00;Околовръстно;36;51.25
2022-01-24 21:00:00;Център;25;45.56
2022-01-24 22:00:00;Околовръстно;21;53.61904761904762
2022-01-24 22:00:00;Център;26;43.80769230769231
2022-01-24 23:00:00;Околовръстно;15;51.53333333333333
2022-01-24 23:00:00;Център;17;44.76470588235294
2022-01-25 00:00:00;Околовръстно;7;54.42857142857143
2022-01-25 00:00:00;Център;10;51.5
2022-01-25 01:00:00;Околовръстно;1;50.0
2022-01-25 01:00:00;Център;7;42.57142857142857
2022-01-25 02:00:00;Околовръстно;3;38.66666666666666
2022-01-25 02:00:00;Център;7;43.0
2022-01-25 03:00:00;Околовръстно;2;49.5
2022-01-25 03:00:00;Център;7;49.0
2022-01-25 04:00:00;Околовръстно;8;52.25
2022-01-25 04:00:00;Център;10;49.2
2022-01-25 05:00:00;Околовръстно;19;49.26315789473684
2022-01-25 05:00:00;Център;26;45.0
2022-01-25 06:00:00;Околовръстно;56;49.44642857142857
2022-01-25 06:00:00;Център;59;42.49152542372882
